Test (2B): leader backs up quickly over incorrect follower logs ...
2024/03/04 23:24:47 003644 VOTE Server 0 started election for term 1`
2024/03/04 23:24:47 003669 VOTE Server 1 received requestVote | term: 1, candidateId: 0, lastLogIndex: 0, lastLogTerm: 0
2024/03/04 23:24:48 011478 LOG1 Server 0 received command 1268294263942385407 | term: 1, index: 13
2024/03/04 23:24:48 011482 LOG1 Server 0 received command 5699279708288949618 | term: 1, index: 14
2024/03/04 23:24:48 011485 LOG1 Server 0 received command 8539494628205390833 | term: 1, index: 15
2024/03/04 23:24:48 011488 LOG1 Server 0 received command 4697323479221009494 | term: 1, index: 16
2024/03/04 23:24:48 011491 LOG1 Server 0 received command 6863669852728482492 | term: 1, index: 17
2024/03/04 23:24:48 011494 LOG1 Server 0 received command 8790743535573575353 | term: 1, index: 18
2024/03/04 23:24:48 011497 LOG1 Server 0 received command 6693439375675064921 | term: 1, index: 19
2024/03/04 23:24:48 011500 LOG1 Server 0 received command 4591845498263958645 | term: 1, index: 20
2024/03/04 23:24:48 011503 LOG1 Server 0 received command 4996141095973514639 | term: 1, index: 21
2024/03/04 23:24:48 011506 LOG1 Server 0 received command 5442872909589766548 | term: 1, index: 22
2024/03/04 23:24:48 011510 LOG1 Server 0 received command 1896901813453508119 | term: 1, index: 23
2024/03/04 23:24:48 011514 LOG1 Server 0 received command 680581900984721479 | term: 1, index: 24
2024/03/04 23:24:48 011518 LOG1 Server 0 received command 6536688242044665236 | term: 1, index: 25
2024/03/04 23:24:48 011522 LOG1 Server 0 received command 4119142147853265946 | term: 1, index: 26
2024/03/04 23:24:48 011526 LOG1 Server 0 received command 8666916196029887228 | term: 1, index: 27
2024/03/04 23:24:48 011530 LOG1 Server 0 received command 3436516130248649246 | term: 1, index: 28
2024/03/04 23:24:48 011534 LOG1 Server 0 received command 5258217642752311158 | term: 1, index: 29
2024/03/04 23:24:48 011538 LOG1 Server 0 received command 468953249274200336 | term: 1, index: 30
2024/03/04 23:24:48 011542 LOG1 Server 0 received command 4286639325812633845 | term: 1, index: 31
2024/03/04 23:24:48 011547 LOG1 Server 0 received command 558125706829723892 | term: 1, index: 32
2024/03/04 23:24:48 011552 LOG1 Server 0 received command 1833947872699455681 | term: 1, index: 33
2024/03/04 23:24:48 011556 LOG1 Server 0 received command 8049481029933433272 | term: 1, index: 34
2024/03/04 23:24:48 011561 LOG1 Server 0 received command 2274113018690322373 | term: 1, index: 35
2024/03/04 23:24:48 011566 LOG1 Server 0 received command 4256949506055907008 | term: 1, index: 36
2024/03/04 23:24:48 011571 LOG1 Server 0 received command 6381774598477295881 | term: 1, index: 37
2024/03/04 23:24:48 011576 LOG1 Server 0 received command 865472584478141619 | term: 1, index: 38
2024/03/04 23:24:48 011580 LOG1 Server 0 received command 4737029145596437150 | term: 1, index: 39
2024/03/04 23:24:48 011584 LOG1 Server 0 received command 9100959798981213482 | term: 1, index: 40
2024/03/04 23:24:48 011588 LOG1 Server 0 received command 7676040356673295270 | term: 1, index: 41
2024/03/04 23:24:48 011592 LOG1 Server 0 received command 476396675101895402 | term: 1, index: 42
2024/03/04 23:24:48 011596 LOG1 Server 0 received command 5681093433655804283 | term: 1, index: 43
2024/03/04 23:24:48 011599 LOG1 Server 0 received command 5135964214008175431 | term: 1, index: 44
2024/03/04 23:24:48 011603 LOG1 Server 0 received command 4615377870361702097 | term: 1, index: 45
2024/03/04 23:24:48 011607 LOG1 Server 0 received command 3354734576177561780 | term: 1, index: 46
2024/03/04 23:24:48 011611 LOG1 Server 0 received command 8237662782829136173 | term: 1, index: 47
2024/03/04 23:24:48 011617 LOG1 Server 0 received command 2274596793271905790 | term: 1, index: 48
2024/03/04 23:24:48 011621 LOG1 Server 0 received command 5362533037369243036 | term: 1, index: 49
2024/03/04 23:24:48 011626 LOG1 Server 0 received command 1289376023553584488 | term: 1, index: 50
2024/03/04 23:24:48 011630 LOG1 Server 0 received command 8039972111531907793 | term: 1, index: 51
2024/03/04 23:24:48 011633 XXXXXXXX BREAKPOINT 1 DONE
2024/03/04 23:24:48 012108 APND Server 0 sending appendEntries to 4 | nextIndex: 2, logLength: 52
2024/03/04 23:24:48 012109 APND Server 0 sending appendEntries to 3 | nextIndex: 2, logLength: 52
2024/03/04 23:24:48 012110 APND Server 0 sending appendEntries to 2 | nextIndex: 2, logLength: 52
2024/03/04 23:24:48 012111 APND Server 0 sending appendEntries to 1 | nextIndex: 2, logLength: 52
2024/03/04 23:24:48 012128 APND Server 1 received appendEntries | term: 1, leaderId: 0, prevLogIndex: 1, prevLogTerm: 1, leaderCommit: 1, entries: 50
2024/03/04 23:24:48 013118 APND Server 0 sending appendEntries to 4 | nextIndex: 2, logLength: 52
2024/03/04 23:24:48 013120 APND Server 0 sending appendEntries to 2 | nextIndex: 2, logLength: 52
2024/03/04 23:24:48 013122 APND Server 0 sending appendEntries to 1 | nextIndex: 52, logLength: 52
2024/03/04 23:24:48 013123 APND Server 0 sending appendEntries to 3 | nextIndex: 2, logLength: 52
2024/03/04 23:24:48 013127 APND Server 1 received appendEntries | term: 1, leaderId: 0, prevLogIndex: 51, prevLogTerm: 1, leaderCommit: 1, entries: 0
2024/03/04 23:24:48 014126 APND Server 0 sending appendEntries to 2 | nextIndex: 2, logLength: 52
2024/03/04 23:24:48 014127 APND Server 0 sending appendEntries to 1 | nextIndex: 52, logLength: 52
2024/03/04 23:24:48 014128 APND Server 0 sending appendEntries to 4 | nextIndex: 2, logLength: 52
2024/03/04 23:24:48 014132 APND Server 1 received appendEntries | term: 1, leaderId: 0, prevLogIndex: 51, prevLogTerm: 1, leaderCommit: 1, entries: 0
2024/03/04 23:24:48 014132 APND Server 0 sending appendEntries to 3 | nextIndex: 2, logLength: 52
2024/03/04 23:24:48 014788 VOTE Server 2 started election for term 2
2024/03/04 23:24:48 015008 VOTE Server 4 started election for term 2
2024/03/04 23:24:48 015130 APND Server 0 sending appendEntries to 3 | nextIndex: 2, logLength: 52
2024/03/04 23:24:48 015132 APND Server 0 sending appendEntries to 1 | nextIndex: 52, logLength: 52
2024/03/04 23:24:48 015134 APND Server 0 sending appendEntries to 2 | nextIndex: 2, logLength: 52
2024/03/04 23:24:48 015134 APND Server 0 sending appendEntries to 4 | nextIndex: 2, logLength: 52
2024/03/04 23:24:48 015137 APND Server 1 received appendEntries | term: 1, leaderId: 0, prevLogIndex: 51, prevLogTerm: 1, leaderCommit: 1, entries: 0
2024/03/04 23:24:48 015985 VOTE Server 3 started election for term 2
2024/03/04 23:24:48 016139 APND Server 0 sending appendEntries to 4 | nextIndex: 2, logLength: 52
2024/03/04 23:24:48 016140 APND Server 0 sending appendEntries to 2 | nextIndex: 2, logLength: 52
2024/03/04 23:24:48 016141 APND Server 0 sending appendEntries to 1 | nextIndex: 52, logLength: 52
2024/03/04 23:24:48 016142 APND Server 0 sending appendEntries to 3 | nextIndex: 2, logLength: 52
2024/03/04 23:24:48 016147 APND Server 1 received appendEntries | term: 1, leaderId: 0, prevLogIndex: 51, prevLogTerm: 1, leaderCommit: 1, entries: 0
2024/03/04 23:24:48 016642 XXXXXXXX BREAKPOINT 2 2 3 4
2024/03/04 23:24:48 017147 APND Server 0 sending appendEntries to 3 | nextIndex: 2, logLength: 52
2024/03/04 23:24:48 017149 APND Server 0 sending appendEntries to 2 | nextIndex: 2, logLength: 52
2024/03/04 23:24:48 017152 APND Server 0 sending appendEntries to 1 | nextIndex: 52, logLength: 52
2024/03/04 23:24:48 017153 APND Server 0 sending appendEntries to 4 | nextIndex: 2, logLength: 52
2024/03/04 23:24:48 018149 APND Server 0 sending appendEntries to 2 | nextIndex: 2, logLength: 52
2024/03/04 23:24:48 018151 APND Server 0 sending appendEntries to 1 | nextIndex: 52, logLength: 52
2024/03/04 23:24:48 018152 APND Server 0 sending appendEntries to 4 | nextIndex: 2, logLength: 52
2024/03/04 23:24:48 018153 APND Server 0 sending appendEntries to 3 | nextIndex: 2, logLength: 52
2024/03/04 23:24:48 018874 VOTE Server 2 started election for term 3
2024/03/04 23:24:48 018882 VOTE Server 3 received requestVote | term: 3, candidateId: 2, lastLogIndex: 1, lastLogTerm: 1
2024/03/04 23:24:48 018882 INFO Server 3 demoted to follower
2024/03/04 23:24:48 018882 VOTE Server 4 received requestVote | term: 3, candidateId: 2, lastLogIndex: 1, lastLogTerm: 1
2024/03/04 23:24:48 018882 INFO Server 4 demoted to follower
2024/03/04 23:24:48 018883 VOTE Server 3 voted for 2 .... 1 ..... 1 ..... 1 ..... 2
2024/03/04 23:24:48 018884 VOTE Server 4 voted for 2 .... 1 ..... 1 ..... 1 ..... 2
2024/03/04 23:24:48 018888 INFO Server 2 promoted to leader
2024/03/04 23:24:48 018889 APND Server 2 sending appendEntries to 4 | nextIndex: 2, logLength: 2
2024/03/04 23:24:48 018890 APND Server 2 sending appendEntries to 1 | nextIndex: 2, logLength: 2
2024/03/04 23:24:48 018891 APND Server 2 sending appendEntries to 0 | nextIndex: 2, logLength: 2
2024/03/04 23:24:48 018892 APND Server 2 sending appendEntries to 3 | nextIndex: 2, logLength: 2
2024/03/04 23:24:48 018892 APND Server 4 received appendEntries | term: 3, leaderId: 2, prevLogIndex: 1, prevLogTerm: 1, leaderCommit: 1, entries: 0
2024/03/04 23:24:48 018897 APND Server 3 received appendEntries | term: 3, leaderId: 2, prevLogIndex: 1, prevLogTerm: 1, leaderCommit: 1, entries: 0
2024/03/04 23:24:48 019152 APND Server 2 sending appendEntries to 3 | nextIndex: 2, logLength: 2
2024/03/04 23:24:48 019155 APND Server 0 sending appendEntries to 1 | nextIndex: 52, logLength: 52
2024/03/04 23:24:48 019156 APND Server 2 sending appendEntries to 1 | nextIndex: 2, logLength: 2
2024/03/04 23:24:48 019157 APND Server 0 sending appendEntries to 2 | nextIndex: 2, logLength: 52
2024/03/04 23:24:48 019158 APND Server 2 sending appendEntries to 0 | nextIndex: 2, logLength: 2
2024/03/04 23:24:48 019159 APND Server 3 received appendEntries | term: 3, leaderId: 2, prevLogIndex: 1, prevLogTerm: 1, leaderCommit: 1, entries: 0
2024/03/04 23:24:48 019159 APND Server 0 sending appendEntries to 4 | nextIndex: 2, logLength: 52
2024/03/04 23:24:48 019160 APND Server 2 sending appendEntries to 4 | nextIndex: 2, logLength: 2
2024/03/04 23:24:48 019164 APND Server 0 sending appendEntries to 3 | nextIndex: 2, logLength: 52
2024/03/04 23:24:48 019195 LOG1 Server 2 received command 6969580121143417381 | term: 3, index: 2
2024/03/04 23:24:48 019197 APND Server 4 received appendEntries | term: 3, leaderId: 2, prevLogIndex: 1, prevLogTerm: 1, leaderCommit: 1, entries: 0
2024/03/04 23:24:48 019931 VOTE Server 1 started election for term 2
2024/03/04 23:24:48 020153 APND Server 2 sending appendEntries to 1 | nextIndex: 2, logLength: 3
2024/03/04 23:24:48 020154 APND Server 2 sending appendEntries to 3 | nextIndex: 2, logLength: 3
2024/03/04 23:24:48 020155 APND Server 2 sending appendEntries to 4 | nextIndex: 2, logLength: 3
2024/03/04 23:24:48 020156 APND Server 0 sending appendEntries to 4 | nextIndex: 2, logLength: 52
2024/03/04 23:24:48 020158 APND Server 2 sending appendEntries to 0 | nextIndex: 2, logLength: 3
2024/03/04 23:24:48 020162 APND Server 0 sending appendEntries to 3 | nextIndex: 2, logLength: 52
2024/03/04 23:24:48 020162 APND Server 3 received appendEntries | term: 3, leaderId: 2, prevLogIndex: 1, prevLogTerm: 1, leaderCommit: 1, entries: 1
2024/03/04 23:24:48 020164 APND Server 4 received appendEntries | term: 3, leaderId: 2, prevLogIndex: 1, prevLogTerm: 1, leaderCommit: 1, entries: 1
2024/03/04 23:24:48 020166 APND Server 0 sending appendEntries to 1 | nextIndex: 52, logLength: 52
2024/03/04 23:24:48 020167 APND Server 0 sending appendEntries to 2 | nextIndex: 2, logLength: 52
2024/03/04 23:24:48 020244 CMIT Server 2 applied command 6969580121143417381 | term: 3, index: 2
2024/03/04 23:24:49 021155 APND Server 2 sending appendEntries to 1 | nextIndex: 2, logLength: 3
2024/03/04 23:24:49 021156 APND Server 2 sending appendEntries to 0 | nextIndex: 2, logLength: 3
2024/03/04 23:24:49 021158 APND Server 2 sending appendEntries to 4 | nextIndex: 3, logLength: 3
2024/03/04 23:24:49 021159 APND Server 0 sending appendEntries to 2 | nextIndex: 2, logLength: 52
2024/03/04 23:24:49 021160 APND Server 2 sending appendEntries to 3 | nextIndex: 3, logLength: 3
2024/03/04 23:24:49 021161 APND Server 0 sending appendEntries to 3 | nextIndex: 2, logLength: 52
2024/03/04 23:24:49 021168 APND Server 3 received appendEntries | term: 3, leaderId: 2, prevLogIndex: 2, prevLogTerm: 3, leaderCommit: 2, entries: 0
2024/03/04 23:24:49 021168 APND Server 4 received appendEntries | term: 3, leaderId: 2, prevLogIndex: 2, prevLogTerm: 3, leaderCommit: 2, entries: 0
2024/03/04 23:24:49 021174 APND Server 0 sending appendEntries to 1 | nextIndex: 52, logLength: 52
2024/03/04 23:24:49 021175 APND Server 0 sending appendEntries to 4 | nextIndex: 2, logLength: 52
2024/03/04 23:24:49 021220 CMIT Server 3 applied command 6969580121143417381 | term: 3, index: 2
2024/03/04 23:24:49 021235 CMIT Server 4 applied command 6969580121143417381 | term: 3, index: 2
2024/03/04 23:24:49 021285 LOG1 Server 2 received command 6600330280832133112 | term: 3, index: 3
2024/03/04 23:24:49 022167 APND Server 2 sending appendEntries to 0 | nextIndex: 2, logLength: 4
2024/03/04 23:24:49 022168 APND Server 2 sending appendEntries to 3 | nextIndex: 3, logLength: 4
2024/03/04 23:24:49 022170 APND Server 0 sending appendEntries to 1 | nextIndex: 52, logLength: 52
2024/03/04 23:24:49 022170 APND Server 2 sending appendEntries to 1 | nextIndex: 2, logLength: 4
2024/03/04 23:24:49 022171 APND Server 2 sending appendEntries to 4 | nextIndex: 3, logLength: 4
2024/03/04 23:24:49 022172 APND Server 0 sending appendEntries to 3 | nextIndex: 2, logLength: 52
2024/03/04 23:24:49 022173 APND Server 0 sending appendEntries to 4 | nextIndex: 2, logLength: 52
2024/03/04 23:24:49 022179 APND Server 0 sending appendEntries to 2 | nextIndex: 2, logLength: 52
2024/03/04 23:24:49 022180 APND Server 3 received appendEntries | term: 3, leaderId: 2, prevLogIndex: 2, prevLogTerm: 3, leaderCommit: 2, entries: 1
2024/03/04 23:24:49 022192 APND Server 4 received appendEntries | term: 3, leaderId: 2, prevLogIndex: 2, prevLogTerm: 3, leaderCommit: 2, entries: 1
2024/03/04 23:24:49 022318 CMIT Server 2 applied command 6600330280832133112 | term: 3, index: 3
2024/03/04 23:24:49 023169 APND Server 2 sending appendEntries to 4 | nextIndex: 4, logLength: 4
2024/03/04 23:24:49 023171 APND Server 2 sending appendEntries to 1 | nextIndex: 2, logLength: 4
2024/03/04 23:24:49 023173 APND Server 0 sending appendEntries to 3 | nextIndex: 2, logLength: 52
2024/03/04 23:24:49 023174 APND Server 0 sending appendEntries to 1 | nextIndex: 52, logLength: 52
2024/03/04 23:24:49 023178 APND Server 2 sending appendEntries to 0 | nextIndex: 2, logLength: 4
2024/03/04 23:24:49 023180 APND Server 0 sending appendEntries to 4 | nextIndex: 2, logLength: 52
