Test (2B): leader backs up quickly over incorrect follower logs ...
2024/03/04 22:12:54 004164 VOTE Server 1 started election for term 1
2024/03/04 22:12:54 004192 VOTE Server 2 received requestVote | term: 1, candidateId: 1, lastLogIndex: 0, lastLogTerm: 0
2024/03/04 22:12:54 011464 LOG1 Server 1 received command 594235987680943945 | term: 1, index: 6
2024/03/04 22:12:54 011465 LOG1 Server 1 received command 3017484775176532564 | term: 1, index: 7
2024/03/04 22:12:54 011466 LOG1 Server 1 received command 8812915123232473332 | term: 1, index: 8
2024/03/04 22:12:54 011467 LOG1 Server 1 received command 9073233599963366138 | term: 1, index: 9
2024/03/04 22:12:54 011469 LOG1 Server 1 received command 515061461891484553 | term: 1, index: 10
2024/03/04 22:12:54 011470 LOG1 Server 1 received command 6543953263941681611 | term: 1, index: 11
2024/03/04 22:12:54 011471 LOG1 Server 1 received command 3537697670718514192 | term: 1, index: 12
2024/03/04 22:12:54 011473 LOG1 Server 1 received command 4011462661627533464 | term: 1, index: 13
2024/03/04 22:12:54 011475 LOG1 Server 1 received command 5864486392789944033 | term: 1, index: 14
2024/03/04 22:12:54 011476 LOG1 Server 1 received command 2013667922550641118 | term: 1, index: 15
2024/03/04 22:12:54 011478 LOG1 Server 1 received command 163871265907629392 | term: 1, index: 16
2024/03/04 22:12:54 011487 LOG1 Server 1 received command 3340941043989565764 | term: 1, index: 17
2024/03/04 22:12:54 011490 LOG1 Server 1 received command 6812019929944966102 | term: 1, index: 18
2024/03/04 22:12:54 011493 LOG1 Server 1 received command 3152995093880456766 | term: 1, index: 19
2024/03/04 22:12:54 011496 LOG1 Server 1 received command 2204195783188133851 | term: 1, index: 20
2024/03/04 22:12:54 011499 LOG1 Server 1 received command 6496922250691827671 | term: 1, index: 21
2024/03/04 22:12:54 011501 LOG1 Server 1 received command 3291370740334082895 | term: 1, index: 22
2024/03/04 22:12:54 011504 LOG1 Server 1 received command 3202515478391079632 | term: 1, index: 23
2024/03/04 22:12:54 011507 LOG1 Server 1 received command 6479587416325700439 | term: 1, index: 24
2024/03/04 22:12:54 011509 LOG1 Server 1 received command 8236675133089595380 | term: 1, index: 25
2024/03/04 22:12:54 011515 LOG1 Server 1 received command 7331024549981811406 | term: 1, index: 26
2024/03/04 22:12:54 011518 LOG1 Server 1 received command 2452064127394407836 | term: 1, index: 27
2024/03/04 22:12:54 011521 LOG1 Server 1 received command 5947981459819592902 | term: 1, index: 28
2024/03/04 22:12:54 011524 LOG1 Server 1 received command 4549009743254919499 | term: 1, index: 29
2024/03/04 22:12:54 011527 LOG1 Server 1 received command 3967143092048825267 | term: 1, index: 30
2024/03/04 22:12:54 011530 LOG1 Server 1 received command 7441680972770802169 | term: 1, index: 31
2024/03/04 22:12:54 011533 LOG1 Server 1 received command 6336880780809154496 | term: 1, index: 32
2024/03/04 22:12:54 011535 LOG1 Server 1 received command 4288165662411554701 | term: 1, index: 33
2024/03/04 22:12:54 011539 LOG1 Server 1 received command 5704471707988617889 | term: 1, index: 34
2024/03/04 22:12:54 011542 LOG1 Server 1 received command 6543089878613745153 | term: 1, index: 35
2024/03/04 22:12:54 011546 LOG1 Server 1 received command 5353423329241962126 | term: 1, index: 36
2024/03/04 22:12:54 011549 LOG1 Server 1 received command 538906983916184326 | term: 1, index: 37
2024/03/04 22:12:54 011553 LOG1 Server 1 received command 3228090568677462948 | term: 1, index: 38
2024/03/04 22:12:54 011556 LOG1 Server 1 received command 7313739268691036003 | term: 1, index: 39
2024/03/04 22:12:54 011560 LOG1 Server 1 received command 5615944988773424996 | term: 1, index: 40
2024/03/04 22:12:54 011564 LOG1 Server 1 received command 8702271906848286472 | term: 1, index: 41
2024/03/04 22:12:54 011567 LOG1 Server 1 received command 5518979555257505248 | term: 1, index: 42
2024/03/04 22:12:54 011569 LOG1 Server 1 received command 239183375143633446 | term: 1, index: 43
2024/03/04 22:12:54 011573 LOG1 Server 1 received command 7046759824567461184 | term: 1, index: 44
2024/03/04 22:12:54 011576 LOG1 Server 1 received command 4538438986233731335 | term: 1, index: 45
2024/03/04 22:12:54 011584 LOG1 Server 1 received command 3073324639555204868 | term: 1, index: 46
2024/03/04 22:12:54 011587 LOG1 Server 1 received command 5428756298565332895 | term: 1, index: 47
2024/03/04 22:12:54 011593 LOG1 Server 1 received command 7389654571057757266 | term: 1, index: 48
2024/03/04 22:12:54 011597 LOG1 Server 1 received command 1681498733125223160 | term: 1, index: 49
2024/03/04 22:12:54 011601 LOG1 Server 1 received command 8553654598958371782 | term: 1, index: 50
2024/03/04 22:12:54 011606 LOG1 Server 1 received command 5686695906334961003 | term: 1, index: 51
2024/03/04 22:12:54 011613 XXXXXXXX BREAKPOINT 1 DONE
2024/03/04 22:12:54 012108 APND Server 1 sending appendEntries to 4 | nextIndex: 2, logLength: 52
2024/03/04 22:12:54 012109 APND Server 1 sending appendEntries to 3 | nextIndex: 2, logLength: 52
2024/03/04 22:12:54 012110 APND Server 1 sending appendEntries to 0 | nextIndex: 2, logLength: 52
2024/03/04 22:12:54 012115 APND Server 1 sending appendEntries to 2 | nextIndex: 2, logLength: 52
2024/03/04 22:12:54 012134 APND Server 2 received appendEntries | term: 1, leaderId: 1, prevLogIndex: 1, prevLogTerm: 1, leaderCommit: 1, entries: 50
2024/03/04 22:12:55 013117 APND Server 1 sending appendEntries to 2 | nextIndex: 52, logLength: 52
2024/03/04 22:12:55 013118 APND Server 1 sending appendEntries to 3 | nextIndex: 2, logLength: 52
2024/03/04 22:12:55 013121 APND Server 1 sending appendEntries to 4 | nextIndex: 2, logLength: 52
2024/03/04 22:12:55 013122 APND Server 1 sending appendEntries to 0 | nextIndex: 2, logLength: 52
2024/03/04 22:12:55 013123 APND Server 2 received appendEntries | term: 1, leaderId: 1, prevLogIndex: 51, prevLogTerm: 1, leaderCommit: 1, entries: 0
2024/03/04 22:12:55 014126 APND Server 1 sending appendEntries to 3 | nextIndex: 2, logLength: 52
2024/03/04 22:12:55 014130 APND Server 1 sending appendEntries to 0 | nextIndex: 2, logLength: 52
2024/03/04 22:12:55 014133 APND Server 1 sending appendEntries to 4 | nextIndex: 2, logLength: 52
2024/03/04 22:12:55 014143 APND Server 1 sending appendEntries to 2 | nextIndex: 52, logLength: 52
2024/03/04 22:12:55 014154 APND Server 2 received appendEntries | term: 1, leaderId: 1, prevLogIndex: 51, prevLogTerm: 1, leaderCommit: 1, entries: 0
2024/03/04 22:12:55 015132 APND Server 1 sending appendEntries to 2 | nextIndex: 52, logLength: 52
2024/03/04 22:12:55 015133 APND Server 1 sending appendEntries to 4 | nextIndex: 2, logLength: 52
2024/03/04 22:12:55 015134 APND Server 1 sending appendEntries to 3 | nextIndex: 2, logLength: 52
2024/03/04 22:12:55 015136 APND Server 1 sending appendEntries to 0 | nextIndex: 2, logLength: 52
2024/03/04 22:12:55 015139 APND Server 2 received appendEntries | term: 1, leaderId: 1, prevLogIndex: 51, prevLogTerm: 1, leaderCommit: 1, entries: 0
2024/03/04 22:12:55 015432 VOTE Server 4 started election for term 2
2024/03/04 22:12:55 015749 VOTE Server 0 started election for term 2
2024/03/04 22:12:55 015969 VOTE Server 3 started election for term 2
2024/03/04 22:12:55 016139 APND Server 1 sending appendEntries to 4 | nextIndex: 2, logLength: 52
2024/03/04 22:12:55 016140 APND Server 1 sending appendEntries to 2 | nextIndex: 52, logLength: 52
2024/03/04 22:12:55 016141 APND Server 1 sending appendEntries to 0 | nextIndex: 2, logLength: 52
2024/03/04 22:12:55 016144 APND Server 1 sending appendEntries to 3 | nextIndex: 2, logLength: 52
2024/03/04 22:12:55 016146 APND Server 2 received appendEntries | term: 1, leaderId: 1, prevLogIndex: 51, prevLogTerm: 1, leaderCommit: 1, entries: 0
2024/03/04 22:12:55 016617 XXXXXXXX BREAKPOINT 2 3 4 0
2024/03/04 22:12:55 017144 APND Server 1 sending appendEntries to 0 | nextIndex: 2, logLength: 52
2024/03/04 22:12:55 017145 APND Server 1 sending appendEntries to 2 | nextIndex: 52, logLength: 52
2024/03/04 22:12:55 017146 APND Server 1 sending appendEntries to 3 | nextIndex: 2, logLength: 52
2024/03/04 22:12:55 017147 APND Server 1 sending appendEntries to 4 | nextIndex: 2, logLength: 52
2024/03/04 22:12:55 018149 APND Server 1 sending appendEntries to 0 | nextIndex: 2, logLength: 52
2024/03/04 22:12:55 018150 APND Server 1 sending appendEntries to 3 | nextIndex: 2, logLength: 52
2024/03/04 22:12:55 018152 APND Server 1 sending appendEntries to 4 | nextIndex: 2, logLength: 52
2024/03/04 22:12:55 018154 APND Server 1 sending appendEntries to 2 | nextIndex: 52, logLength: 52
2024/03/04 22:12:55 019152 APND Server 1 sending appendEntries to 0 | nextIndex: 2, logLength: 52
2024/03/04 22:12:55 019153 APND Server 1 sending appendEntries to 2 | nextIndex: 52, logLength: 52
2024/03/04 22:12:55 019154 APND Server 1 sending appendEntries to 3 | nextIndex: 2, logLength: 52
2024/03/04 22:12:55 019156 APND Server 1 sending appendEntries to 4 | nextIndex: 2, logLength: 52
2024/03/04 22:12:55 019704 VOTE Server 0 started election for term 3
2024/03/04 22:12:55 019709 VOTE Server 4 received requestVote | term: 3, candidateId: 0, lastLogIndex: 1, lastLogTerm: 1
2024/03/04 22:12:55 019709 VOTE Server 3 received requestVote | term: 3, candidateId: 0, lastLogIndex: 1, lastLogTerm: 1
2024/03/04 22:12:55 019710 INFO Server 4 demoted to follower
2024/03/04 22:12:55 019710 INFO Server 3 demoted to follower
2024/03/04 22:12:55 019711 VOTE Server 4 voted for 0
2024/03/04 22:12:55 019711 VOTE Server 3 voted for 0
2024/03/04 22:12:55 019715 INFO Server 0 promoted to leader
2024/03/04 22:12:55 019716 APND Server 0 sending appendEntries to 4 | nextIndex: 2, logLength: 2
2024/03/04 22:12:55 019716 APND Server 0 sending appendEntries to 2 | nextIndex: 2, logLength: 2
2024/03/04 22:12:55 019717 APND Server 0 sending appendEntries to 1 | nextIndex: 2, logLength: 2
2024/03/04 22:12:55 019717 APND Server 0 sending appendEntries to 3 | nextIndex: 2, logLength: 2
2024/03/04 22:12:55 019719 APND Server 4 received appendEntries | term: 3, leaderId: 0, prevLogIndex: 1, prevLogTerm: 1, leaderCommit: 1, entries: 0
2024/03/04 22:12:55 019720 APND Server 3 received appendEntries | term: 3, leaderId: 0, prevLogIndex: 1, prevLogTerm: 1, leaderCommit: 1, entries: 0
2024/03/04 22:12:55 020161 LOG1 Server 0 received command 2851154080186465889 | term: 3, index: 2
2024/03/04 22:12:55 020162 APND Server 1 sending appendEntries to 0 | nextIndex: 2, logLength: 52
2024/03/04 22:12:55 020163 APND Server 1 sending appendEntries to 3 | nextIndex: 2, logLength: 52
2024/03/04 22:12:55 020163 APND Server 1 sending appendEntries to 4 | nextIndex: 2, logLength: 52
2024/03/04 22:12:55 020164 APND Server 0 sending appendEntries to 4 | nextIndex: 2, logLength: 3
2024/03/04 22:12:55 020165 APND Server 0 sending appendEntries to 1 | nextIndex: 2, logLength: 3
2024/03/04 22:12:55 020167 APND Server 0 sending appendEntries to 2 | nextIndex: 2, logLength: 3
2024/03/04 22:12:55 020168 APND Server 1 sending appendEntries to 2 | nextIndex: 52, logLength: 52
2024/03/04 22:12:55 020169 APND Server 0 sending appendEntries to 3 | nextIndex: 2, logLength: 3
2024/03/04 22:12:55 020173 APND Server 4 received appendEntries | term: 3, leaderId: 0, prevLogIndex: 1, prevLogTerm: 1, leaderCommit: 1, entries: 1
2024/03/04 22:12:55 020173 APND Server 3 received appendEntries | term: 3, leaderId: 0, prevLogIndex: 1, prevLogTerm: 1, leaderCommit: 1, entries: 1
2024/03/04 22:12:55 020260 CMIT Server 0 applied command 2851154080186465889 | term: 3, index: 2
2024/03/04 22:12:55 020912 VOTE Server 2 started election for term 2
2024/03/04 22:12:55 021163 APND Server 0 sending appendEntries to 1 | nextIndex: 2, logLength: 3
2024/03/04 22:12:55 021163 APND Server 1 sending appendEntries to 2 | nextIndex: 52, logLength: 52
2024/03/04 22:12:55 021168 APND Server 1 sending appendEntries to 0 | nextIndex: 2, logLength: 52
2024/03/04 22:12:55 021169 APND Server 0 sending appendEntries to 2 | nextIndex: 2, logLength: 3
2024/03/04 22:12:55 021170 APND Server 1 sending appendEntries to 3 | nextIndex: 2, logLength: 52
2024/03/04 22:12:55 021171 APND Server 0 sending appendEntries to 4 | nextIndex: 3, logLength: 3
2024/03/04 22:12:55 021171 APND Server 1 sending appendEntries to 4 | nextIndex: 2, logLength: 52
2024/03/04 22:12:55 021173 APND Server 0 sending appendEntries to 3 | nextIndex: 3, logLength: 3
2024/03/04 22:12:55 021179 APND Server 3 received appendEntries | term: 3, leaderId: 0, prevLogIndex: 2, prevLogTerm: 3, leaderCommit: 2, entries: 0
2024/03/04 22:12:55 021179 APND Server 4 received appendEntries | term: 3, leaderId: 0, prevLogIndex: 2, prevLogTerm: 3, leaderCommit: 2, entries: 0
2024/03/04 22:12:55 021228 CMIT Server 4 applied command 2851154080186465889 | term: 3, index: 2
2024/03/04 22:12:55 021228 CMIT Server 3 applied command 2851154080186465889 | term: 3, index: 2
2024/03/04 22:12:55 021395 LOG1 Server 0 received command 6702095850042148763 | term: 3, index: 3
2024/03/04 22:12:55 022169 APND Server 0 sending appendEntries to 4 | nextIndex: 3, logLength: 4
2024/03/04 22:12:55 022171 APND Server 0 sending appendEntries to 2 | nextIndex: 2, logLength: 4
2024/03/04 22:12:55 022171 APND Server 1 sending appendEntries to 4 | nextIndex: 2, logLength: 52
2024/03/04 22:12:55 022173 APND Server 1 sending appendEntries to 0 | nextIndex: 2, logLength: 52
2024/03/04 22:12:55 022174 APND Server 0 sending appendEntries to 1 | nextIndex: 2, logLength: 4
2024/03/04 22:12:55 022177 APND Server 0 sending appendEntries to 3 | nextIndex: 3, logLength: 4
2024/03/04 22:12:55 022177 APND Server 4 received appendEntries | term: 3, leaderId: 0, prevLogIndex: 2, prevLogTerm: 3, leaderCommit: 2, entries: 1
2024/03/04 22:12:55 022184 APND Server 1 sending appendEntries to 3 | nextIndex: 2, logLength: 52
2024/03/04 22:12:55 022185 APND Server 1 sending appendEntries to 2 | nextIndex: 52, logLength: 52
2024/03/04 22:12:55 022186 APND Server 3 received appendEntries | term: 3, leaderId: 0, prevLogIndex: 2, prevLogTerm: 3, leaderCommit: 2, entries: 1
2024/03/04 22:12:55 022295 CMIT Server 0 applied command 6702095850042148763 | term: 3, index: 3
2024/03/04 22:12:56 023175 APND Server 1 sending appendEntries to 4 | nextIndex: 2, logLength: 52
2024/03/04 22:12:56 023183 APND Server 1 sending appendEntries to 0 | nextIndex: 2, logLength: 52
2024/03/04 22:12:56 023190 APND Server 0 sending appendEntries to 2 | nextIndex: 2, logLength: 4
2024/03/04 22:12:56 023191 APND Server 0 sending appendEntries to 1 | nextIndex: 2, logLength: 4
2024/03/04 22:12:56 023192 APND Server 1 sending appendEntries to 3 | nextIndex: 2, logLength: 52
2024/03/04 22:12:56 023194 APND Server 0 sending appendEntries to 3 | nextIndex: 4, logLength: 4
2024/03/04 22:12:56 023196 APND Server 0 sending appendEntries to 4 | nextIndex: 4, logLength: 4
2024/03/04 22:12:56 023198 APND Server 1 sending appendEntries to 2 | nextIndex: 52, logLength: 52
2024/03/04 22:12:56 023205 APND Server 3 received appendEntries | term: 3, leaderId: 0, prevLogIndex: 3, prevLogTerm: 3, leaderCommit: 3, entries: 0
2024/03/04 22:12:56 023216 APND Server 4 received appendEntries | term: 3, leaderId: 0, prevLogIndex: 3, prevLogTerm: 3, leaderCommit: 3, entries: 0
2024/03/04 22:12:56 023349 CMIT Server 3 applied command 6702095850042148763 | term: 3, index: 3
2024/03/04 22:12:56 023350 CMIT Server 4 applied command 6702095850042148763 | term: 3, index: 3
2024/03/04 22:12:56 023556 LOG1 Server 0 received command 6105421682160829018 | term: 3, index: 4
2024/03/04 22:12:56 024185 APND Server 1 sending appendEntries to 2 | nextIndex: 52, logLength: 52
2024/03/04 22:12:56 024186 APND Server 1 sending appendEntries to 4 | nextIndex: 2, logLength: 52
2024/03/04 22:12:56 024187 APND Server 1 sending appendEntries to 0 | nextIndex: 2, logLength: 52
2024/03/04 22:12:56 024189 APND Server 1 sending appendEntries to 3 | nextIndex: 2, logLength: 52
2024/03/04 22:12:56 024193 APND Server 0 sending appendEntries to 4 | nextIndex: 4, logLength: 5
2024/03/04 22:12:56 024193 APND Server 0 sending appendEntries to 2 | nextIndex: 2, logLength: 5
2024/03/04 22:12:56 024194 APND Server 0 sending appendEntries to 1 | nextIndex: 2, logLength: 5
2024/03/04 22:12:56 024195 APND Server 0 sending appendEntries to 3 | nextIndex: 4, logLength: 5
2024/03/04 22:12:56 024198 APND Server 4 received appendEntries | term: 3, leaderId: 0, prevLogIndex: 3, prevLogTerm: 3, leaderCommit: 3, entries: 1
2024/03/04 22:12:56 024199 APND Server 3 received appendEntries | term: 3, leaderId: 0, prevLogIndex: 3, prevLogTerm: 3, leaderCommit: 3, entries: 1
2024/03/04 22:12:56 024231 CMIT Server 0 applied command 6105421682160829018 | term: 3, index: 4
2024/03/04 22:12:56 025196 APND Server 1 sending appendEntries to 4 | nextIndex: 2, logLength: 52
